2.4165e+02	1.7924e+00	1.3710e-01	-5.9440e-01	1.1777e+00	-1.5609e+00	-8.5100e-02	-7.5560e-01
2.4165e+02	1.7924e+00	1.3810e-01	-5.9540e-01	1.1800e+00	-1.5609e+00	-8.5200e-02	-7.5560e-01
2.4165e+02	1.7924e+00	1.3910e-01	-5.9650e-01	1.1822e+00	-1.5609e+00	-8.5300e-02	-7.5550e-01
2.4165e+02	1.7924e+00	1.4000e-01	-5.9760e-01	1.1845e+00	-1.5608e+00	-8.5400e-02	-7.5540e-01
2.4165e+02	1.7924e+00	1.4100e-01	-5.9880e-01	1.1867e+00	-1.5608e+00	-8.5500e-02	-7.5530e-01
2.4166e+02	1.7924e+00	1.4210e-01	-5.9990e-01	1.1889e+00	-1.5607e+00	-8.5500e-02	-7.5520e-01
2.4166e+02	1.7924e+00	1.4310e-01	-6.0110e-01	1.1912e+00	-1.5606e+00	-8.5600e-02	-7.5510e-01
2.4166e+02	1.7924e+00	1.4420e-01	-6.0230e-01	1.1935e+00	-1.5605e+00	-8.5800e-02	-7.5500e-01
2.4166e+02	1.7924e+00	1.4530e-01	-6.0340e-01	1.1957e+00	-1.5604e+00	-8.5900e-02	-7.5490e-01
2.4166e+02	1.7924e+00	1.4640e-01	-6.0460e-01	1.1980e+00	-1.5603e+00	-8.6100e-02	-7.5490e-01
2.4167e+02	1.7924e+00	1.4750e-01	-6.0580e-01	1.2004e+00	-1.5602e+00	-8.6200e-02	-7.5480e-01
2.4167e+02	1.7924e+00	1.4870e-01	-6.0700e-01	1.2026e+00	-1.5601e+00	-8.6300e-02	-7.5480e-01
2.4167e+02	1.7924e+00	1.4990e-01	-6.0820e-01	1.2050e+00	-1.5599e+00	-8.6500e-02	-7.5490e-01
2.4167e+02	1.7924e+00	1.5120e-01	-6.0950e-01	1.2074e+00	-1.5598e+00	-8.6600e-02	-7.5490e-01
2.4167e+02	1.7924e+00	1.5240e-01	-6.1070e-01	1.2097e+00	-1.5597e+00	-8.6800e-02	-7.5490e-01
2.4168e+02	1.7924e+00	1.5370e-01	-6.1190e-01	1.2121e+00	-1.5595e+00	-8.6900e-02	-7.5490e-01
2.4168e+02	1.7924e+00	1.5500e-01	-6.1310e-01	1.2145e+00	-1.5593e+00	-8.7100e-02	-7.5490e-01
2.4168e+02	1.7924e+00	1.5640e-01	-6.1440e-01	1.2169e+00	-1.5590e+00	-8.7300e-02	-7.5490e-01
2.4168e+02	1.7924e+00	1.5770e-01	-6.1570e-01	1.2193e+00	-1.5588e+00	-8.7400e-02	-7.5480e-01
2.4168e+02	1.7924e+00	1.5920e-01	-6.1700e-01	1.2217e+00	-1.5587e+00	-8.7700e-02	-7.5470e-01
2.4169e+02	1.7924e+00	1.6060e-01	-6.1830e-01	1.2241e+00	-1.5585e+00	-8.7900e-02	-7.5450e-01
2.4169e+02	1.7924e+00	1.6210e-01	-6.1950e-01	1.2265e+00	-1.5583e+00	-8.8200e-02	-7.5420e-01
2.4169e+02	1.7924e+00	1.6360e-01	-6.2090e-01	1.2289e+00	-1.5581e+00	-8.8400e-02	-7.5390e-01
2.4169e+02	1.7924e+00	1.6500e-01	-6.2220e-01	1.2313e+00	-1.5579e+00	-8.8600e-02	-7.5360e-01
2.4169e+02	1.7924e+00	1.6650e-01	-6.2360e-01	1.2338e+00	-1.5577e+00	-8.8900e-02	-7.5330e-01
2.4170e+02	1.7924e+00	1.6810e-01	-6.2500e-01	1.2362e+00	-1.5576e+00	-8.9300e-02	-7.5290e-01
2.4170e+02	1.7924e+00	1.6960e-01	-6.2640e-01	1.2387e+00	-1.5575e+00	-8.9600e-02	-7.5260e-01
2.4170e+02	1.7924e+00	1.7110e-01	-6.2780e-01	1.2411e+00	-1.5574e+00	-9.0000e-02	-7.5230e-01
2.4170e+02	1.7924e+00	1.7280e-01	-6.2930e-01	1.2436e+00	-1.5573e+00	-9.0400e-02	-7.5190e-01
2.4170e+02	1.7924e+00	1.7440e-01	-6.3070e-01	1.2461e+00	-1.5573e+00	-9.0800e-02	-7.5150e-01
2.4171e+02	1.7924e+00	1.7600e-01	-6.3230e-01	1.2486e+00	-1.5571e+00	-9.1200e-02	-7.5110e-01
2.4171e+02	1.7924e+00	1.7780e-01	-6.3390e-01	1.2511e+00	-1.5569e+00	-9.1500e-02	-7.5060e-01
2.4171e+02	1.7924e+00	1.7960e-01	-6.3540e-01	1.2535e+00	-1.5567e+00	-9.1800e-02	-7.5010e-01
2.4171e+02	1.7924e+00	1.8130e-01	-6.3700e-01	1.2561e+00	-1.5563e+00	-9.2100e-02	-7.4960e-01
2.4171e+02	1.7924e+00	1.8320e-01	-6.3860e-01	1.2586e+00	-1.5559e+00	-9.2500e-02	-7.4920e-01
