8.0890e+00	-8.1240e-01	-5.2300e-01	-2.9750e-01
8.0950e+00	-8.1290e-01	-5.2510e-01	-3.0490e-01
8.0990e+00	-8.1440e-01	-5.2780e-01	-3.0810e-01
8.1070e+00	-8.1430e-01	-5.2690e-01	-3.1580e-01
8.1110e+00	-8.1570e-01	-5.2720e-01	-3.2370e-01
8.1170e+00	-8.1830e-01	-5.2380e-01	-3.2980e-01
8.1210e+00	-8.2030e-01	-5.2250e-01	-3.3710e-01
8.1270e+00	-8.2080e-01	-5.2450e-01	-3.4460e-01
8.1310e+00	-8.2180e-01	-5.2590e-01	-3.5250e-01
8.1370e+00	-8.2180e-01	-5.2640e-01	-3.6100e-01
8.1430e+00	-8.2370e-01	-5.2420e-01	-3.7020e-01
8.1490e+00	-8.2500e-01	-5.2600e-01	-3.7680e-01
8.1550e+00	-8.2540e-01	-5.2860e-01	-3.8470e-01
8.1610e+00	-8.2800e-01	-5.2070e-01	-3.9640e-01
8.1650e+00	-8.2860e-01	-5.2360e-01	-4.0530e-01
8.1710e+00	-8.2910e-01	-5.2650e-01	-4.1440e-01
8.1790e+00	-8.3140e-01	-5.2600e-01	-4.2530e-01
8.1830e+00	-8.3300e-01	-5.2560e-01	-4.3650e-01
8.1890e+00	-8.3340e-01	-5.2830e-01	-4.4460e-01
8.1930e+00	-8.3680e-01	-5.2570e-01	-4.5650e-01
8.1990e+00	-8.3790e-01	-5.3030e-01	-4.6620e-01
8.2050e+00	-8.3880e-01	-5.3090e-01	-4.7810e-01
8.2110e+00	-8.3910e-01	-5.3490e-01	-4.8820e-01
8.2150e+00	-8.5270e-01	-6.2530e-01	-5.0380e-01
8.2210e+00	-8.5510e-01	-6.2080e-01	-5.1270e-01
8.2270e+00	-8.5660e-01	-6.2200e-01	-5.2160e-01
8.2330e+00	-8.5830e-01	-6.1930e-01	-5.2860e-01
8.2370e+00	-8.5890e-01	-6.2370e-01	-5.3550e-01
8.2430e+00	-8.6000e-01	-6.1660e-01	-5.4620e-01
8.2510e+00	-8.6380e-01	-6.1090e-01	-5.5490e-01
8.2550e+00	-8.6030e-01	-6.0880e-01	-5.5940e-01
8.2590e+00	-8.2030e-01	-6.7970e-01	-5.2090e-01
8.2690e+00	-8.1050e-01	-6.8880e-01	-5.1440e-01
8.2710e+00	-8.0270e-01	-7.0540e-01	-5.0310e-01
8.2770e+00	-7.9570e-01	-7.1460e-01	-4.9720e-01
8.2830e+00	-7.8830e-01	-7.2290e-01	-4.9120e-01
8.2890e+00	-7.8070e-01	-7.3270e-01	-4.8510e-01
8.2930e+00	-7.7230e-01	-7.4400e-01	-4.7910e-01
8.2990e+00	-7.6430e-01	-7.5310e-01	-4.7310e-01
8.3050e+00	-7.5780e-01	-7.6140e-01	-4.6840e-01
8.3110e+00	-7.5080e-01	-7.7130e-01	-4.6240e-01
8.3150e+00	-7.4370e-01	-7.7600e-01	-4.5880e-01
8.3230e+00	-7.3630e-01	-7.8680e-01	-4.5380e-01
8.3270e+00	-7.2890e-01	-7.9960e-01	-4.4790e-01
8.3330e+00	-7.2250e-01	-8.0550e-01	-4.4510e-01
8.3410e+00	-7.1570e-01	-8.1370e-01	-4.4170e-01
8.3430e+00	-7.1010e-01	-8.2320e-01	-4.3780e-01
8.3490e+00	-7.0380e-01	-8.3280e-01	-4.3460e-01
8.3550e+00	-6.9810e-01	-8.4080e-01	-4.3260e-01
8.3610e+00	-6.9170e-01	-8.5120e-01	-4.3120e-01
8.3650e+00	-6.8470e-01	-8.6110e-01	-4.2810e-01
8.3710e+00	-6.7860e-01	-8.7280e-01	-4.2430e-01
8.3770e+00	-6.7060e-01	-8.8600e-01	-4.2030e-01
8.3830e+00	-6.6500e-01	-8.9680e-01	-4.1970e-01
8.3890e+00	-6.5880e-01	-9.0900e-01	-4.1590e-01
8.3950e+00	-6.5260e-01	-9.2020e-01	-4.1450e-01
8.3990e+00	-6.4710e-01	-9.3240e-01	-4.1220e-01
8.4050e+00	-6.4040e-01	-9.4500e-01	-4.1130e-01
8.4130e+00	-6.3340e-01	-9.5780e-01	-4.0790e-01
8.4150e+00	-6.2820e-01	-9.6950e-01	-4.0780e-01
8.4210e+00	-6.2220e-01	-9.8050e-01	-4.0490e-01
8.4270e+00	-6.1660e-01	-9.9070e-01	-4.0630e-01
8.4330e+00	-6.1150e-01	-1.0029e+00	-4.0440e-01
8.4390e+00	-5.8890e-01	-1.0554e+00	-4.0280e-01
8.4430e+00	-5.8340e-01	-1.0681e+00	-4.0220e-01
8.4490e+00	-5.7830e-01	-1.0805e+00	-4.0060e-01
8.4550e+00	-5.7280e-01	-1.0937e+00	-4.0180e-01
8.4610e+00	-5.6600e-01	-1.1196e+00	-4.3820e-01
8.4670e+00	-5.6090e-01	-1.1332e+00	-4.4070e-01
8.4930e+00	-5.0590e-01	-1.2627e+00	-4.8820e-01
8.4990e+00	-5.0060e-01	-1.2762e+00	-4.9590e-01
8.5050e+00	-4.8900e-01	-1.2993e+00	-5.1190e-01
8.5210e+00	-4.5810e-01	-1.3767e+00	-5.6070e-01
8.5710e+00	-3.7420e-01	-1.5887e+00	-7.4470e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
7.3590e+00	-7.5600e-01	-5.7950e-01	-4.0990e-01
