1.5351e+09	7.6970e-01	5.0600e-01	1.3260e-01	1.0100e+00	-1.2990e+00	-1.3440e-01	9.1840e-01
1.5351e+09	7.6970e-01	5.0490e-01	1.3170e-01	1.0100e+00	-1.2990e+00	-1.3440e-01	9.1850e-01
1.5351e+09	7.6970e-01	5.0380e-01	1.3080e-01	1.0100e+00	-1.2990e+00	-1.3430e-01	9.1870e-01
1.5351e+09	7.6970e-01	5.0270e-01	1.2990e-01	1.0100e+00	-1.2990e+00	-1.3430e-01	9.1880e-01
1.5351e+09	7.6970e-01	5.0160e-01	1.2890e-01	1.0100e+00	-1.2990e+00	-1.3430e-01	9.1890e-01
1.5351e+09	7.6970e-01	5.0050e-01	1.2800e-01	1.0100e+00	-1.2991e+00	-1.3440e-01	9.1910e-01
1.5351e+09	7.6970e-01	4.9940e-01	1.2710e-01	1.0100e+00	-1.2991e+00	-1.3440e-01	9.1920e-01
1.5351e+09	7.6970e-01	4.9830e-01	1.2610e-01	1.0100e+00	-1.2991e+00	-1.3440e-01	9.1930e-01
1.5351e+09	7.6970e-01	4.9730e-01	1.2530e-01	1.0100e+00	-1.2991e+00	-1.3440e-01	9.1950e-01
1.5351e+09	7.6970e-01	4.9620e-01	1.2430e-01	1.0100e+00	-1.2991e+00	-1.3440e-01	9.1960e-01
1.5351e+09	7.6970e-01	4.9510e-01	1.2340e-01	1.0099e+00	-1.2991e+00	-1.3440e-01	9.1970e-01
1.5351e+09	7.6970e-01	4.9400e-01	1.2240e-01	1.0099e+00	-1.2991e+00	-1.3440e-01	9.1980e-01
1.5351e+09	7.6970e-01	4.9290e-01	1.2140e-01	1.0099e+00	-1.2991e+00	-1.3450e-01	9.1990e-01
1.5351e+09	7.6970e-01	4.9180e-01	1.2040e-01	1.0099e+00	-1.2991e+00	-1.3450e-01	9.2000e-01
1.5351e+09	7.6970e-01	4.9070e-01	1.1940e-01	1.0100e+00	-1.2991e+00	-1.3450e-01	9.2010e-01
1.5351e+09	7.6970e-01	4.8960e-01	1.1840e-01	1.0100e+00	-1.2991e+00	-1.3450e-01	9.2020e-01
1.5351e+09	7.6960e-01	4.8860e-01	1.1750e-01	1.0100e+00	-1.2990e+00	-1.3460e-01	9.2030e-01
1.5351e+09	7.6960e-01	4.8750e-01	1.1650e-01	1.0099e+00	-1.2990e+00	-1.3460e-01	9.2040e-01
1.5351e+09	7.6960e-01	4.8640e-01	1.1540e-01	1.0099e+00	-1.2991e+00	-1.3460e-01	9.2050e-01
1.5351e+09	7.6960e-01	4.8530e-01	1.1440e-01	1.0099e+00	-1.2990e+00	-1.3460e-01	9.2060e-01
1.5351e+09	7.6960e-01	4.8430e-01	1.1340e-01	1.0099e+00	-1.2990e+00	-1.3460e-01	9.2080e-01
1.5351e+09	7.6960e-01	4.8310e-01	1.1230e-01	1.0099e+00	-1.2990e+00	-1.3460e-01	9.2100e-01
1.5351e+09	7.6970e-01	4.8210e-01	1.1120e-01	1.0099e+00	-1.2990e+00	-1.3460e-01	9.2120e-01
1.5351e+09	7.6970e-01	4.8100e-01	1.1020e-01	1.0099e+00	-1.2991e+00	-1.3460e-01	9.2150e-01
1.5351e+09	7.6960e-01	4.7990e-01	1.0910e-01	1.0099e+00	-1.2990e+00	-1.3460e-01	9.2170e-01
1.5351e+09	7.6960e-01	4.7880e-01	1.0810e-01	1.0099e+00	-1.2990e+00	-1.3460e-01	9.2200e-01
1.5351e+09	7.6960e-01	4.7780e-01	1.0710e-01	1.0099e+00	-1.2990e+00	-1.3460e-01	9.2230e-01
1.5351e+09	7.6960e-01	4.7670e-01	1.0600e-01	1.0100e+00	-1.2990e+00	-1.3460e-01	9.2260e-01
1.5351e+09	7.6970e-01	4.7560e-01	1.0500e-01	1.0100e+00	-1.2990e+00	-1.3470e-01	9.2300e-01
1.5351e+09	7.6960e-01	4.7450e-01	1.0390e-01	1.0101e+00	-1.2990e+00	-1.3470e-01	9.2330e-01
1.5351e+09	7.6960e-01	4.7350e-01	1.0280e-01	1.0101e+00	-1.2989e+00	-1.3480e-01	9.2380e-01
1.5351e+09	7.6960e-01	4.7240e-01	1.0180e-01	1.0101e+00	-1.2989e+00	-1.3480e-01	9.2420e-01
1.5351e+09	7.6960e-01	4.7140e-01	1.0070e-01	1.0101e+00	-1.2989e+00	-1.3480e-01	9.2470e-01
1.5351e+09	7.6960e-01	4.7030e-01	9.9600e-02	1.0101e+00	-1.2989e+00	-1.3480e-01	9.2520e-01
1.5351e+09	7.6960e-01	4.6930e-01	9.8600e-02	1.0101e+00	-1.2988e+00	-1.3480e-01	9.2580e-01
1.5351e+09	7.6960e-01	4.6830e-01	9.7500e-02	1.0101e+00	-1.2988e+00	-1.3490e-01	9.2640e-01
1.5351e+09	7.6960e-01	4.6720e-01	9.6400e-02	1.0102e+00	-1.2988e+00	-1.3490e-01	9.2710e-01
1.5351e+09	7.6960e-01	4.6620e-01	9.5300e-02	1.0102e+00	-1.2988e+00	-1.3500e-01	9.2780e-01
