2.6687e+02	1.5633e+00	1.1655e+00	-6.5740e-01	1.2172e+00	-7.0530e-01	-4.6140e-01	-1.3061e+00
2.6687e+02	1.5638e+00	1.1665e+00	-6.5780e-01	1.2142e+00	-7.0700e-01	-4.6490e-01	-1.3057e+00
2.6688e+02	1.5642e+00	1.1674e+00	-6.5820e-01	1.2112e+00	-7.0870e-01	-4.6830e-01	-1.3054e+00
2.6688e+02	1.5647e+00	1.1681e+00	-6.5860e-01	1.2081e+00	-7.1020e-01	-4.7170e-01	-1.3051e+00
2.6688e+02	1.5652e+00	1.1688e+00	-6.5900e-01	1.2051e+00	-7.1170e-01	-4.7490e-01	-1.3048e+00
2.6688e+02	1.5657e+00	1.1695e+00	-6.5940e-01	1.2022e+00	-7.1320e-01	-4.7800e-01	-1.3047e+00
2.6688e+02	1.5662e+00	1.1700e+00	-6.5980e-01	1.1990e+00	-7.1480e-01	-4.8130e-01	-1.3046e+00
2.6689e+02	1.5667e+00	1.1705e+00	-6.6020e-01	1.1960e+00	-7.1640e-01	-4.8460e-01	-1.3045e+00
2.6689e+02	1.5673e+00	1.1709e+00	-6.6050e-01	1.1930e+00	-7.1800e-01	-4.8790e-01	-1.3046e+00
2.6689e+02	1.5679e+00	1.1712e+00	-6.6090e-01	1.1899e+00	-7.1970e-01	-4.9120e-01	-1.3047e+00
2.6689e+02	1.5684e+00	1.1714e+00	-6.6130e-01	1.1869e+00	-7.2150e-01	-4.9450e-01	-1.3048e+00
2.6689e+02	1.5690e+00	1.1716e+00	-6.6170e-01	1.1838e+00	-7.2340e-01	-4.9760e-01	-1.3049e+00
2.6690e+02	1.5696e+00	1.1717e+00	-6.6200e-01	1.1807e+00	-7.2540e-01	-5.0050e-01	-1.3050e+00
2.6690e+02	1.5702e+00	1.1718e+00	-6.6240e-01	1.1777e+00	-7.2730e-01	-5.0300e-01	-1.3051e+00
2.6690e+02	1.5708e+00	1.1718e+00	-6.6270e-01	1.1747e+00	-7.2940e-01	-5.0520e-01	-1.3051e+00
