7.3590e+00	-6.4590e-01	-5.9460e-01	-6.0320e-01
7.3710e+00	-6.5000e-01	-5.9950e-01	-5.9090e-01
7.3990e+00	-6.5330e-01	-5.9930e-01	-5.7980e-01
7.4110e+00	-6.5660e-01	-6.0210e-01	-5.6880e-01
7.8110e+00	-6.5940e-01	-6.0030e-01	-5.5860e-01
7.8150e+00	-6.6230e-01	-6.0070e-01	-5.4710e-01
7.8210e+00	-6.6720e-01	-6.0340e-01	-5.3460e-01
7.8270e+00	-6.6940e-01	-5.9890e-01	-5.2500e-01
7.8330e+00	-6.7300e-01	-6.0300e-01	-5.1370e-01
7.8390e+00	-6.7620e-01	-5.9860e-01	-5.0590e-01
7.8430e+00	-6.7950e-01	-5.9780e-01	-4.9430e-01
7.8490e+00	-6.8290e-01	-5.9310e-01	-4.8670e-01
7.8550e+00	-6.8560e-01	-5.9310e-01	-4.7710e-01
7.8610e+00	-6.8790e-01	-5.9690e-01	-4.6650e-01
7.8670e+00	-6.9230e-01	-5.9110e-01	-4.5940e-01
7.8730e+00	-6.9400e-01	-5.9240e-01	-4.5020e-01
7.8770e+00	-6.9780e-01	-5.8910e-01	-4.4320e-01
7.8830e+00	-7.0030e-01	-5.8300e-01	-4.3680e-01
7.8910e+00	-7.0320e-01	-5.8460e-01	-4.2880e-01
7.8930e+00	-7.0700e-01	-5.8470e-01	-4.2270e-01
7.8990e+00	-7.1000e-01	-5.8060e-01	-4.1810e-01
7.9050e+00	-7.1200e-01	-5.7890e-01	-4.0980e-01
7.9110e+00	-7.1580e-01	-5.7900e-01	-4.0400e-01
7.9170e+00	-7.1750e-01	-5.7580e-01	-4.0060e-01
7.9210e+00	-7.2030e-01	-5.7560e-01	-3.9370e-01
7.9270e+00	-7.2340e-01	-5.7650e-01	-3.8780e-01
7.9330e+00	-7.2500e-01	-5.7460e-01	-3.8480e-01
7.9390e+00	-7.2730e-01	-5.7030e-01	-3.8030e-01
7.9450e+00	-7.3110e-01	-5.6920e-01	-3.7740e-01
7.9490e+00	-7.3310e-01	-5.7050e-01	-3.7150e-01
7.9550e+00	-7.3510e-01	-5.6930e-01	-3.6850e-01
7.9630e+00	-7.3770e-01	-5.6920e-01	-3.6690e-01
7.9670e+00	-7.4100e-01	-5.7030e-01	-3.6220e-01
7.9710e+00	-7.4280e-01	-5.6830e-01	-3.6060e-01
7.9770e+00	-7.4570e-01	-5.6970e-01	-3.5800e-01
7.9830e+00	-7.4860e-01	-5.6960e-01	-3.5500e-01
7.9890e+00	-7.5060e-01	-5.6770e-01	-3.5380e-01
7.9930e+00	-7.5390e-01	-5.6440e-01	-3.5290e-01
7.9990e+00	-7.5550e-01	-5.6680e-01	-3.5180e-01
8.0050e+00	-7.5920e-01	-5.6860e-01	-3.4910e-01
8.0110e+00	-7.6080e-01	-5.6440e-01	-3.4870e-01
8.0170e+00	-7.6300e-01	-5.6140e-01	-3.5000e-01
8.0210e+00	-7.6770e-01	-5.6620e-01	-3.4880e-01
8.0270e+00	-7.6910e-01	-5.6760e-01	-3.4770e-01
8.0350e+00	-7.7110e-01	-5.6350e-01	-3.4940e-01
8.0370e+00	-7.7400e-01	-5.5870e-01	-3.5240e-01
8.0430e+00	-7.7770e-01	-5.6510e-01	-3.5130e-01
8.0490e+00	-7.7980e-01	-5.6710e-01	-3.5100e-01
8.0550e+00	-7.8200e-01	-5.6310e-01	-3.5410e-01
8.0610e+00	-7.8460e-01	-5.6250e-01	-3.5540e-01
8.0650e+00	-7.8810e-01	-5.5950e-01	-3.5890e-01
8.0710e+00	-7.9120e-01	-5.6660e-01	-3.6010e-01
8.0770e+00	-7.9280e-01	-5.6490e-01	-3.6260e-01
8.0830e+00	-7.9610e-01	-5.6150e-01	-3.6750e-01
8.0890e+00	-7.9880e-01	-5.6010e-01	-3.7170e-01
8.0950e+00	-8.0090e-01	-5.6240e-01	-3.7390e-01
8.0990e+00	-8.0410e-01	-5.6770e-01	-3.7640e-01
8.1070e+00	-8.0700e-01	-5.6320e-01	-3.8160e-01
8.1110e+00	-8.0870e-01	-5.6190e-01	-3.8770e-01
8.1170e+00	-8.1180e-01	-5.6340e-01	-3.9270e-01
8.1210e+00	-8.1550e-01	-5.6150e-01	-3.9630e-01
8.1270e+00	-8.1950e-01	-5.6660e-01	-4.0200e-01
8.1310e+00	-8.2030e-01	-5.6670e-01	-4.0650e-01
8.1370e+00	-8.2390e-01	-5.6590e-01	-4.1280e-01
8.1430e+00	-8.2620e-01	-5.6040e-01	-4.2180e-01
8.1490e+00	-8.2950e-01	-5.6300e-01	-4.2700e-01
8.1550e+00	-8.3310e-01	-5.6760e-01	-4.3370e-01
8.1610e+00	-8.3620e-01	-5.6840e-01	-4.4030e-01
8.1650e+00	-8.3650e-01	-5.7080e-01	-4.4730e-01
8.1710e+00	-8.4110e-01	-5.6390e-01	-4.5610e-01
8.1790e+00	-8.4380e-01	-5.6630e-01	-4.6370e-01
8.1830e+00	-8.4570e-01	-5.6590e-01	-4.7270e-01
8.1890e+00	-8.4960e-01	-5.6750e-01	-4.8140e-01
8.1930e+00	-8.5250e-01	-5.7130e-01	-4.8950e-01
